client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations,computingTime,sim_time_start,sim_time_end,time
f1763_25,1,,157,train,26414840,26414840,9242110500,2.7347056089929502,37.3292840560025,40.063989664995496,2.7347056089929502
f0365_07,1,,285,train,26414840,26414840,16503768750,4.78964959400764,40.0696982719965,44.85934786600411,4.78964959400764
f0610_38,1,,278,train,26414840,26414840,16503768750,4.66027829299856,44.8651147189958,49.525393011994296,4.66027829299856
f1851_06,1,,136,train,26414840,26414840,7921809000,2.3112228699901602,49.5313277090027,51.84255057899279,2.3112228699901602
f3841_01,1,,178,train,26414840,26414840,10562412000,2.9832482169877004,51.848315890005296,54.831564106993,2.9832482169877004
f3758_19,1,,176,train,26414840,26414840,9902261250,2.9516730250034,54.83745106999411,57.789124094997504,2.9516730250034
f0166_12,1,,311,train,26414840,26414840,17824070250,5.31752295698971,57.79523854900621,63.112761505995906,5.31752295698971
f3230_21,1,,183,train,26414840,26414840,10562412000,3.0902608350006604,63.1185533709941,66.2088142059947,3.0902608350006604
f1121_47,1,,238,train,26414840,26414840,13863165750,4.02740095999616,66.2146000000066,70.2420009600028,4.02740095999616
f1472_37,1,,387,train,26414840,26414840,22445125500,6.49194414699741,70.2477426870028,76.73968683400021,6.49194414699741
f0114_20,1,,302,train,26414840,26414840,17824070250,5.09132004900312,76.745475705,81.83679575400309,5.09132004900312
f2160_96,1,,176,train,26414840,26414840,9902261250,2.9532313429954202,81.8425153779972,84.7957467209926,2.9532313429954202
f3904_45,1,,153,train,26414840,26414840,8581959750,2.5906201559992,84.8015467759979,87.3921669319971,2.5906201559992
f2499_74,1,,160,train,26414840,26414840,9242110500,2.7251663560018597,87.39797933099909,90.1231456870009,2.7251663560018597
f3721_04,1,,179,train,26414840,26414840,10562412000,3.11525998699653,90.12921856400499,93.24447855100149,3.11525998699653
f3465_24,1,,165,train,26414840,26414840,9242110500,2.7986702130001495,93.2504228720063,96.0490930850065,2.7986702130001495
f2346_88,1,,169,train,26414840,26414840,9902261250,2.86565636999148,96.0556923160038,98.9213486859953,2.86565636999148
f2042_30,1,,166,train,26414840,26414840,9242110500,2.78789186500944,98.92719147699249,101.71508334200199,2.78789186500944
