experiment,dataset,value,fixed,seed,n_clients,computing,communication,total,n_rounds,n_rounds_file,scale,n_rounds_equiv,file
batch,shakespeare,0.6,"C = 20, tx = 1.0",42,20,1403.454662106,3.8911468230000006,1407.3458089290002,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.6_bg_multi_tx_1.0_fp_500000000_seed_42.csv
batch,shakespeare,0.6,"C = 20, tx = 1.0",1337,20,1403.454662106,2.874847226,1406.3295093320003,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.6_bg_multi_tx_1.0_fp_500000000_seed_1337.csv
batch,shakespeare,0.6,"C = 20, tx = 1.0",2026,20,1403.454662106,2.546127782,1406.0007898879999,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.6_bg_multi_tx_1.0_fp_500000000_seed_2026.csv
batch,shakespeare,0.6,"C = 20, tx = 1.0",8888,20,1403.454662106,3.3026450400000003,1406.757307146,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.6_bg_multi_tx_1.0_fp_500000000_seed_8888.csv
batch,shakespeare,0.6,"C = 20, tx = 1.0",9999,20,1403.454662106,2.756949808,1406.211611914,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.6_bg_multi_tx_1.0_fp_500000000_seed_9999.csv
batch,shakespeare,0.8,"C = 20, tx = 1.0",42,20,1871.6756252010002,3.419603455,1875.0952286559998,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.8_bg_multi_tx_1.0_fp_500000000_seed_42.csv
batch,shakespeare,0.8,"C = 20, tx = 1.0",1337,20,1871.6756252010002,3.4372381959999996,1875.112863397,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.8_bg_multi_tx_1.0_fp_500000000_seed_1337.csv
batch,shakespeare,0.8,"C = 20, tx = 1.0",2026,20,1871.6756252010002,3.9726657209999994,1875.648290922,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.8_bg_multi_tx_1.0_fp_500000000_seed_2026.csv
batch,shakespeare,0.8,"C = 20, tx = 1.0",8888,20,1871.6756252010002,3.2286167209999994,1874.9042419219998,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.8_bg_multi_tx_1.0_fp_500000000_seed_8888.csv
batch,shakespeare,0.8,"C = 20, tx = 1.0",9999,20,1871.6756252010002,2.961313705,1874.636938906,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.8_bg_multi_tx_1.0_fp_500000000_seed_9999.csv
batch,shakespeare,0.9,"C = 20, tx = 1.0",42,20,2105.547100181,3.428989116,2108.976089297,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.9_bg_multi_tx_1.0_fp_500000000_seed_42.csv
batch,shakespeare,0.9,"C = 20, tx = 1.0",1337,20,2105.547100181,3.1759462330000003,2108.7230464140002,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.9_bg_multi_tx_1.0_fp_500000000_seed_1337.csv
batch,shakespeare,0.9,"C = 20, tx = 1.0",2026,20,2105.547100181,3.3189158809999997,2108.866016062,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.9_bg_multi_tx_1.0_fp_500000000_seed_2026.csv
batch,shakespeare,0.9,"C = 20, tx = 1.0",8888,20,2105.547100181,3.0007381009999996,2108.547838282,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.9_bg_multi_tx_1.0_fp_500000000_seed_8888.csv
batch,shakespeare,0.9,"C = 20, tx = 1.0",9999,20,2105.547100181,3.254438558,2108.801538739,50,60,1.0,50,metrics_network_heterogeneous_shakespeare_minibatch_c_20_mb_0.9_bg_multi_tx_1.0_fp_500000000_seed_9999.csv
tx,femnist,0.8,"C = 30, E = 1",42,30,909.4374824399999,2051.215396922,2960.652879362,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.8_fp_500000000_seed_42.csv
tx,femnist,0.8,"C = 30, E = 1",1337,30,835.9156667299999,2120.0667762440003,2955.982442974,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.8_fp_500000000_seed_1337.csv
tx,femnist,0.8,"C = 30, E = 1",2026,30,922.363947202,2031.0312996539997,2953.395246856,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.8_fp_500000000_seed_2026.csv
tx,femnist,0.8,"C = 30, E = 1",8888,30,831.014469932,2126.1685306580002,2957.18300059,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.8_fp_500000000_seed_8888.csv
tx,femnist,0.8,"C = 30, E = 1",9999,30,856.148554034,2099.011806398,2955.160360432,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.8_fp_500000000_seed_9999.csv
tx,femnist,0.85,"C = 30, E = 1",42,30,951.0806271460001,1837.180852194,2788.26147934,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.85_fp_500000000_seed_42.csv
tx,femnist,0.85,"C = 30, E = 1",1337,30,923.9170523,1862.5843937599998,2786.5014460599996,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.85_fp_500000000_seed_1337.csv
tx,femnist,0.85,"C = 30, E = 1",2026,30,960.16161625,1824.6201047099999,2784.7817209600003,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.85_fp_500000000_seed_2026.csv
tx,femnist,0.85,"C = 30, E = 1",8888,30,934.679674368,1850.963575874,2785.6432502420002,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.85_fp_500000000_seed_8888.csv
tx,femnist,0.85,"C = 30, E = 1",9999,30,931.1790095619999,1852.062901836,2783.241911398,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.85_fp_500000000_seed_9999.csv
tx,femnist,0.9,"C = 30, E = 1",42,30,1086.015907036,1560.569813166,2646.5857202019997,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.9_fp_500000000_seed_42.csv
tx,femnist,0.9,"C = 30, E = 1",1337,30,1075.0588507779999,1575.172359984,2650.231210762,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.9_fp_500000000_seed_1337.csv
tx,femnist,0.9,"C = 30, E = 1",2026,30,1044.990391696,1600.215381884,2645.20577358,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.9_fp_500000000_seed_2026.csv
tx,femnist,0.9,"C = 30, E = 1",8888,30,1063.40557347,1589.891892394,2653.297465864,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.9_fp_500000000_seed_8888.csv
tx,femnist,0.9,"C = 30, E = 1",9999,30,1054.1222547759999,1603.8066503,2657.928905076,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.9_fp_500000000_seed_9999.csv
tx,femnist,0.95,"C = 30, E = 1",42,30,1244.812119712,1291.78047763,2536.592597342,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.95_fp_500000000_seed_42.csv
tx,femnist,0.95,"C = 30, E = 1",1337,30,1209.668567016,1327.2838759259998,2536.952442942,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.95_fp_500000000_seed_1337.csv
tx,femnist,0.95,"C = 30, E = 1",2026,30,1227.834276434,1313.422746446,2541.25702288,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.95_fp_500000000_seed_2026.csv
tx,femnist,0.95,"C = 30, E = 1",8888,30,1207.4663947899999,1333.420150164,2540.886544954,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.95_fp_500000000_seed_8888.csv
tx,femnist,0.95,"C = 30, E = 1",9999,30,1243.64283532,1295.025261466,2538.668096786,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_0.95_fp_500000000_seed_9999.csv
tx,femnist,1.0,"C = 30, E = 1",42,30,1440.92487192,1015.7672237300002,2456.69209565,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_1.0_fp_500000000_seed_42.csv
tx,femnist,1.0,"C = 30, E = 1",1337,30,1440.92487192,1016.9002085,2457.82508042,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_1.0_fp_500000000_seed_1337.csv
tx,femnist,1.0,"C = 30, E = 1",2026,30,1440.92487192,1017.1889196100002,2458.11379153,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_1.0_fp_500000000_seed_2026.csv
tx,femnist,1.0,"C = 30, E = 1",8888,30,1440.92487192,1017.7023669560001,2458.627238876,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_1.0_fp_500000000_seed_8888.csv
tx,femnist,1.0,"C = 30, E = 1",9999,30,1440.92487192,1016.067707732,2456.992579652,250,277,2.0,500,metrics_network_heterogeneous_femnist_fedavg_c_30_e_1_bg_multi_tx_1.0_fp_500000000_seed_9999.csv
tx,shakespeare,0.8,"C = 20, E = 1",42,20,2339.1949353640002,3.8362015130000002,2343.031136877,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.8_fp_500000000_seed_42.csv
tx,shakespeare,0.8,"C = 20, E = 1",1337,20,2339.1949353640002,4.324406419000001,2343.5193417830005,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.8_fp_500000000_seed_1337.csv
tx,shakespeare,0.8,"C = 20, E = 1",2026,20,2339.1949353640002,4.461341292,2343.656276656,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.8_fp_500000000_seed_2026.csv
tx,shakespeare,0.8,"C = 20, E = 1",8888,20,2339.1949353640002,4.093836854,2343.2887722180003,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.8_fp_500000000_seed_8888.csv
tx,shakespeare,0.8,"C = 20, E = 1",9999,20,2339.1949353640002,3.8314298980000006,2343.0263652620006,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.8_fp_500000000_seed_9999.csv
tx,shakespeare,0.85,"C = 20, E = 1",42,20,2339.1949353640002,3.072562418,2342.2674977820006,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.85_fp_500000000_seed_42.csv
tx,shakespeare,0.85,"C = 20, E = 1",1337,20,2339.1949353640002,4.390577501,2343.5855128650005,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.85_fp_500000000_seed_1337.csv
tx,shakespeare,0.85,"C = 20, E = 1",2026,20,2339.1949353640002,4.512187396,2343.70712276,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.85_fp_500000000_seed_2026.csv
tx,shakespeare,0.85,"C = 20, E = 1",8888,20,2339.1949353640002,3.815586084,2343.010521448,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.85_fp_500000000_seed_8888.csv
tx,shakespeare,0.85,"C = 20, E = 1",9999,20,2339.1949353640002,3.8714013199999995,2343.066336684,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.85_fp_500000000_seed_9999.csv
tx,shakespeare,0.9,"C = 20, E = 1",42,20,2339.1949353640002,3.591647779,2342.786583143,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.9_fp_500000000_seed_42.csv
tx,shakespeare,0.9,"C = 20, E = 1",1337,20,2339.1949353640002,3.016257079,2342.211192443,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.9_fp_500000000_seed_1337.csv
tx,shakespeare,0.9,"C = 20, E = 1",2026,20,2339.1949353640002,3.4780881050000003,2342.673023469,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.9_fp_500000000_seed_2026.csv
tx,shakespeare,0.9,"C = 20, E = 1",8888,20,2339.1949353640002,3.272628258,2342.4675636220004,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.9_fp_500000000_seed_8888.csv
tx,shakespeare,0.9,"C = 20, E = 1",9999,20,2339.1949353640002,3.7630223860000003,2342.95795775,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.9_fp_500000000_seed_9999.csv
tx,shakespeare,0.95,"C = 20, E = 1",42,20,2339.1949353640002,3.769161193,2342.9640965569997,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.95_fp_500000000_seed_42.csv
tx,shakespeare,0.95,"C = 20, E = 1",1337,20,2339.1949353640002,3.285613165,2342.4805485290003,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.95_fp_500000000_seed_1337.csv
tx,shakespeare,0.95,"C = 20, E = 1",2026,20,2339.1949353640002,3.6580401929999997,2342.852975557,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.95_fp_500000000_seed_2026.csv
tx,shakespeare,0.95,"C = 20, E = 1",8888,20,2339.1949353640002,3.620862324,2342.8157976879997,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.95_fp_500000000_seed_8888.csv
tx,shakespeare,0.95,"C = 20, E = 1",9999,20,2339.1949353640002,3.009787803,2342.2047231670003,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_0.95_fp_500000000_seed_9999.csv
tx,shakespeare,1.0,"C = 20, E = 1",42,20,2339.1949353640002,3.6870381030000003,2342.8819734669996,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_1.0_fp_500000000_seed_42.csv
tx,shakespeare,1.0,"C = 20, E = 1",1337,20,2339.1949353640002,2.8793291500000002,2342.074264514,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_1.0_fp_500000000_seed_1337.csv
tx,shakespeare,1.0,"C = 20, E = 1",2026,20,2339.1949353640002,2.751926464,2341.9468618280002,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_1.0_fp_500000000_seed_2026.csv
tx,shakespeare,1.0,"C = 20, E = 1",8888,20,2339.1949353640002,3.22452276,2342.4194581240004,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_1.0_fp_500000000_seed_8888.csv
tx,shakespeare,1.0,"C = 20, E = 1",9999,20,2339.1949353640002,4.251480729,2343.446416093,50,50,1.0,50,metrics_network_heterogeneous_shakespeare_fedavg_c_20_e_1_bg_multi_tx_1.0_fp_500000000_seed_9999.csv
