client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations,computingTime,sim_time_start,sim_time_end,computingDemand,computingCap_hom,computingCap_het,computingTime_hom,computingTime_het
f1008_28,1,,365,train,26414840,26414840,12674894400,6.0843541994690895,57.75321642123163,63.83757062070072,693616378739.4762,100.0,100.0,6.9361637873947615,6.9361637873947615
f3563_46,1,,180,train,26414840,26414840,6337447200,3.0414816420525312,63.85504279285669,66.89652443490922,346728907193.9886,100.0,100.0,3.4672890719398852,3.4672890719398852
f1182_38,1,,351,train,26414840,26414840,12278803950,5.819889448583126,66.91368918865919,72.73357863724232,663467397138.4763,100.0,100.0,6.634673971384763,6.634673971384763
f1022_17,1,,275,train,26414840,26414840,9506170800,4.5650522373616695,72.75014500133693,77.3151972386986,520415955059.23035,100.0,100.0,5.204159550592303,5.204159550592303
f2520_64,1,,179,train,26414840,26414840,6337447200,3.0038613881915808,77.33160709403455,80.33546848222613,342440198253.8402,100.0,100.0,3.424401982538402,3.424401982538402
f2483_64,1,,170,train,26414840,26414840,5941356750,2.917871667072177,80.35320143029094,83.27107309736311,332637370046.22815,100.0,100.0,3.3263737004622813,3.3263737004622813
f0089_16,1,,369,train,26414840,26414840,13070984850,6.160230746492744,83.28440577536821,89.44463652186096,702266305100.1729,100.0,100.0,7.022663051001728,7.022663051001728
f3730_33,1,,172,train,26414840,26414840,5941356750,2.890689888969064,89.4592857491225,92.34997563809156,329538647342.4733,100.0,100.0,3.295386473424733,3.295386473424733
f2186_55,1,,172,train,26414840,26414840,5941356750,2.875164033845067,92.36334446445107,95.23850849829614,327768699858.33765,100.0,100.0,3.277686998583376,3.277686998583376
f1810_02,1,,109,train,26414840,26414840,3564814050,1.81829765252769,95.25192942470312,97.0702270772308,207285932388.15665,100.0,100.0,2.0728593238815662,2.0728593238815662
f3319_48,1,,159,train,26414840,26414840,5545266300,2.6844880394637585,97.08639790676534,99.7708859462291,306031636498.86847,100.0,100.0,3.0603163649886844,3.0603163649886844
f3454_44,1,,128,train,26414840,26414840,4356994950,2.1527160201221704,99.78826886974277,101.94098488986492,245409626293.92743,100.0,100.0,2.454096262939274,2.454096262939274
f0058_07,1,,272,train,26414840,26414840,9506170800,4.534075330942869,101.95437430776656,106.48844963870944,516884587727.48706,100.0,100.0,5.168845877274871,5.168845877274871
