client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations,computingTime,sim_time_start,sim_time_end,computingDemand,computingCap_hom,computingCap_het,computingTime_hom,computingTime_het
f1008_28,1,,365,train,26414840,26414840,16899859200,8.080953611060977,57.60918577387929,65.69013938494027,921228711660.9514,100.0,100.0,9.212287116609513,9.212287116609513
f3563_46,1,,180,train,26414840,26414840,8449929600,4.057020200416446,65.70731067284942,69.76433087326586,462500302847.4748,100.0,100.0,4.625003028474747,4.625003028474747
f1182_38,1,,351,train,26414840,26414840,16371738600,7.771654875949025,69.78182251378894,77.55347738973796,885968655858.1888,100.0,100.0,8.859686558581888,8.859686558581888
f1022_17,1,,275,train,26414840,26414840,12674894400,6.123702023178339,77.57091398537159,83.69461600854993,698102030642.3307,100.0,100.0,6.981020306423306,6.981020306423306
f2520_64,1,,179,train,26414840,26414840,8449929600,3.999277664348483,83.71192307770252,87.711200742051,455917653735.72705,100.0,100.0,4.559176537357271,4.559176537357271
f2483_64,1,,170,train,26414840,26414840,7921809000,3.839163679629564,87.7290203217417,91.56818400137126,437664659477.77026,100.0,100.0,4.376646594777703,4.376646594777703
f0089_16,1,,369,train,26414840,26414840,17427979800,8.21492718346417,91.58427348546684,99.799200668931,936501698914.9153,100.0,100.0,9.365016989149153,9.365016989149153
f3730_33,1,,172,train,26414840,26414840,7921809000,3.833266800269485,99.81671486981212,103.64998167008162,436992415230.7213,100.0,100.0,4.369924152307212,4.369924152307212
f2186_55,1,,172,train,26414840,26414840,7921809000,3.836185840889812,103.66722170077264,107.50340754166244,437325185861.43854,100.0,100.0,4.373251858614386,4.373251858614386
f1810_02,1,,109,train,26414840,26414840,4753085400,2.425413617864251,107.5203398168087,109.94575343467297,276497152436.52466,100.0,100.0,2.764971524365246,2.764971524365246
f3319_48,1,,159,train,26414840,26414840,7393688400,3.5854080989956856,109.96241162158547,113.54781972058116,408736523285.5082,100.0,100.0,4.087365232855081,4.087365232855081
f3454_44,1,,128,train,26414840,26414840,5809326600,2.8746865708380938,113.5610550493002,116.43574162013827,327714269075.54266,100.0,100.0,3.2771426907554266,3.2771426907554266
f0058_07,1,,272,train,26414840,26414840,12674894400,6.034982522949576,116.45347508974372,122.48845761269332,687988007616.2517,100.0,100.0,6.879880076162516,6.879880076162516
f1897_40,1,,149,train,26414840,26414840,6865567800,3.346079621464014,122.50196638330816,125.8480460047722,381453076846.8976,100.0,100.0,3.8145307684689755,3.8145307684689755
f3924_24,1,,173,train,26414840,26414840,7921809000,3.8548962790519,125.86383186094464,129.71872813999653,439458175811.91656,100.0,100.0,4.394581758119165,4.394581758119165
f1579_11,1,,173,train,26414840,26414840,7921809000,3.8479088991880417,129.7363531216979,133.58426202088594,438661614507.43677,100.0,100.0,4.386616145074367,4.386616145074367
