client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations,computingTime,sim_time_start,sim_time_end,computingDemand,computingCap_hom,computingCap_het,computingTime_hom,computingTime_het
f1008_28,1,,365,train,26414840,26414840,12674894400,1.8884482719004156,19.909139052033424,21.79758732393384,215283102996.64737,100.0,100.0,2.1528310299664737,2.1528310299664737
f3563_46,1,,180,train,26414840,26414840,6337447200,0.9421273693442344,21.811892258003358,22.75401962734759,107402520105.24272,100.0,100.0,1.0740252010524272,1.0740252010524272
f1182_38,1,,351,train,26414840,26414840,12278803950,1.820602931082249,22.77018325217068,24.59078618325293,207548734143.37637,100.0,100.0,2.075487341433764,2.075487341433764
f1022_17,1,,275,train,26414840,26414840,9506170800,1.4407522808760405,24.608396163210276,26.049148444086317,164245760019.86862,100.0,100.0,1.642457600198686,1.642457600198686
f2520_64,1,,179,train,26414840,26414840,6337447200,0.9567182920873164,26.06203741207719,27.018755704164505,109065885297.95407,100.0,100.0,1.0906588529795407,1.0906588529795407
f2483_64,1,,170,train,26414840,26414840,5941356750,0.9064517114311456,27.035832032561306,27.942283743992448,103335495103.15059,100.0,100.0,1.0333549510315059,1.0333549510315059
f0089_16,1,,369,train,26414840,26414840,13070984850,1.931504538282752,27.96189190633595,29.893396444618705,220191517364.23373,100.0,100.0,2.201915173642337,2.201915173642337
f3730_33,1,,172,train,26414840,26414840,5941356750,0.9251952320337296,29.90761132352054,30.83280655555427,105472256451.84517,100.0,100.0,1.0547225645184517,1.0547225645184517
f2186_55,1,,172,train,26414840,26414840,5941356750,0.8997537177056074,30.85085975378752,31.750613471493125,102571923818.43924,100.0,100.0,1.0257192381843923,1.0257192381843923
f1810_02,1,,109,train,26414840,26414840,3564814050,0.5707593839615583,31.769908487796783,32.34066787175834,65066569771.61765,100.0,100.0,0.6506656977161764,0.6506656977161764
f3319_48,1,,159,train,26414840,26414840,5545266300,0.8543584365397692,32.359782790765166,33.214141227304935,97396861765.53369,100.0,100.0,0.9739686176553368,0.9739686176553368
f3454_44,1,,128,train,26414840,26414840,4356994950,0.6699742637574673,33.23083027265966,33.90080453641713,76377066068.35127,100.0,100.0,0.7637706606835126,0.7637706606835126
f0058_07,1,,272,train,26414840,26414840,9506170800,1.4132553935050964,33.920061705634,35.333317099139094,161111114859.581,100.0,100.0,1.6111111485958098,1.6111111485958098
f1897_40,1,,149,train,26414840,26414840,5149175850,0.7782340068370104,35.35180530324578,36.13003931008279,88718676779.41919,100.0,100.0,0.8871867677941918,0.8871867677941918
f3924_24,1,,173,train,26414840,26414840,5941356750,0.8937600366771221,36.14151297137141,37.03527300804853,101888644181.19193,100.0,100.0,1.0188864418119192,1.0188864418119192
f1579_11,1,,173,train,26414840,26414840,5941356750,0.903860468417406,37.052346266806126,37.95620673522353,103040093399.58427,100.0,100.0,1.0304009339958426,1.0304009339958426
f0618_44,1,,248,train,26414840,26414840,8713989900,1.2872113715857267,37.97392111644149,39.261132488027215,146742096360.77286,100.0,100.0,1.4674209636077284,1.4674209636077284
f0240_02,1,,108,train,26414840,26414840,3564814050,0.5602259244769812,39.27926531620324,39.83949124068022,63865755390.375854,100.0,100.0,0.6386575539037584,0.6386575539037584
f1158_21,1,,232,train,26414840,26414840,7921809000,1.1869193520396948,39.856722604483366,41.04364195652306,135308806132.5252,100.0,100.0,1.3530880613252518,1.3530880613252518
f0981_17,1,,339,train,26414840,26414840,11882713500,1.768799340352416,41.06249840557575,42.83129774592817,201643124800.1754,100.0,100.0,2.016431248001754,2.016431248001754
f1336_30,1,,262,train,26414840,26414840,9110080350,1.3527207467705011,42.84558670036495,44.19830744713545,154210165131.83713,100.0,100.0,1.5421016513183712,1.5421016513183712
f0690_26,1,,193,train,26414840,26414840,6733537650,1.0011683367192743,44.21134907566011,45.21251741237938,114133190385.99727,100.0,100.0,1.1413319038599725,1.1413319038599725
f0048_00,1,,132,train,26414840,26414840,4356994950,0.6784478463232517,45.232026567682624,45.91047441400588,77343054480.8507,100.0,100.0,0.7734305448085069,0.7734305448085069
f2148_78,1,,178,train,26414840,26414840,6337447200,0.9198236986994744,45.926253048703074,46.84607674740255,104859901651.74008,100.0,100.0,1.0485990165174008,1.0485990165174008
f1128_24,1,,110,train,26414840,26414840,3564814050,0.5677541252225637,46.86521550267935,47.43296962790191,64723970275.37227,100.0,100.0,0.6472397027537227,0.6472397027537227
f2328_92,1,,167,train,26414840,26414840,5941356750,0.8576217778027058,47.44971299543977,48.30733477324248,97768882669.50845,100.0,100.0,0.9776888266950845,0.9776888266950845
f2557_98,1,,174,train,26414840,26414840,5941356750,0.930162312462926,48.32693479955197,49.25709711201489,106038503620.77356,100.0,100.0,1.0603850362077356,1.0603850362077356
f1724_42,1,,160,train,26414840,26414840,5545266300,0.8426488991826773,49.272697107866406,50.11534600704909,96061974506.82521,100.0,100.0,0.960619745068252,0.960619745068252
f2339_76,1,,176,train,26414840,26414840,5941356750,0.9295554310083388,50.12900779210031,51.05856322310865,105969319134.95062,100.0,100.0,1.0596931913495062,1.0596931913495062
f3814_43,1,,180,train,26414840,26414840,6337447200,0.9465790521353484,51.07755417190492,52.02413322404027,107910011943.42972,100.0,100.0,1.079100119434297,1.079100119434297
f0467_18,1,,303,train,26414840,26414840,10694442150,1.5808866322040558,52.0429723598063,53.62385899201036,180221076071.26236,100.0,100.0,1.8022107607126234,1.8022107607126234
f1054_20,1,,282,train,26414840,26414840,9902261250,1.4554596655070782,53.64187706634402,55.0973367318511,165922401867.80692,100.0,100.0,1.659224018678069,1.659224018678069
f3136_07,1,,179,train,26414840,26414840,6337447200,0.95220316760242,55.11539608053863,56.06759924814105,108551161106.67587,100.0,64.0,1.0855116110667586,1.6961118922918106
f0800_00,1,,278,train,26414840,26414840,9902261250,1.4270463921129704,56.08604104071856,57.513087432831526,162683288700.87863,100.0,64.0,1.626832887008786,2.5419263859512284
f0114_20,1,,302,train,26414840,26414840,10694442150,1.5880220253020525,57.53111380711198,59.11913583241403,181034510884.434,100.0,64.0,1.8103451088443396,2.828664232569281
f0787_21,1,,275,train,26414840,26414840,9506170800,1.4209294356405735,59.14135263115168,60.56228206679225,161985955663.0254,100.0,64.0,1.6198595566302536,2.5310305572347715
f3733_48,1,,182,train,26414840,26414840,6337447200,0.9505248181521893,60.58093093149364,61.53145574964583,108359829269.34958,100.0,64.0,1.0835982926934957,1.693122332333587
f1848_43,1,,162,train,26414840,26414840,5545266300,0.8365492038428783,61.54753063991666,62.38407984375954,95366609238.08813,100.0,64.0,0.9536660923808812,1.490103269345127
f1855_37,1,,177,train,26414840,26414840,5941356750,0.9030717462301254,62.40207604877651,63.30514779500663,102950179070.2343,100.0,64.0,1.029501790702343,1.608596547972411
f4053_14,1,,151,train,26414840,26414840,5149175850,0.7930465992540121,63.32522140070796,64.11826799996197,90407312314.95738,100.0,64.0,0.9040731231495738,1.412614254921209
f0422_45,1,,293,train,26414840,26414840,10298351700,1.5242385677993298,64.13772926479578,65.66196783259511,173763196729.1236,100.0,64.0,1.7376319672912357,2.715049948892556
f0551_15,1,,268,train,26414840,26414840,9506170800,1.394873719662428,65.67883810028434,67.07371181994677,159015604041.51678,100.0,64.0,1.5901560404151678,2.4846188131486997
f1849_46,1,,170,train,26414840,26414840,5941356750,0.885850939899683,67.09445057623088,67.98030151613057,100987007148.56386,100.0,64.0,1.0098700714856386,1.5779219866963103
f2020_16,1,,149,train,26414840,26414840,5149175850,0.7674577981233597,67.99487476423383,68.76233256235719,87490188986.063,100.0,64.0,0.87490188986063,1.3670342029072344
f2378_69,1,,173,train,26414840,26414840,5941356750,0.8911024145781994,68.77737849019468,69.66848090477288,101585675261.91473,100.0,64.0,1.0158567526191473,1.5872761759674177
f0257_46,1,,374,train,26414840,26414840,13070984850,1.9028824772685768,69.68854282610118,71.59142530336976,216928602408.61777,100.0,64.0,2.1692860240861775,3.3895094126346526
f3217_28,1,,181,train,26414840,26414840,6337447200,0.9530103616416454,71.61003695055842,72.56304731220007,108643181227.14758,100.0,64.0,1.0864318122714758,1.697549706674181
f1469_25,1,,266,train,26414840,26414840,9110080350,1.342465529218316,72.58100519143045,73.92347072064877,153041070330.88803,100.0,64.0,1.5304107033088803,2.3912667239201255
f3402_08,1,,181,train,26414840,26414840,6337447200,0.9367370121181012,73.94219724833965,74.87893426045775,106788019381.46355,100.0,64.0,1.0678801938146354,1.6685628028353678
f0231_43,1,,295,train,26414840,26414840,10298351700,1.5055726617574692,74.8985605482012,76.40413320995867,171635283440.3515,100.0,64.0,1.7163528344035146,2.681801303755492
f3154_48,1,,172,train,26414840,26414840,5941356750,0.8914270959794521,76.4222481045872,77.31367520056665,101622688941.65755,100.0,64.0,1.0162268894165754,1.5878545147133991
f3277_09,1,,178,train,26414840,26414840,6337447200,0.9064633063971996,77.33354605548084,78.24000936187804,103336816929.28076,100.0,200.0,1.0333681692928074,0.5166840846464037
f0734_39,1,,361,train,26414840,26414840,12674894400,1.8297075405716896,78.254096288234,80.08380382880569,208586659625.1726,100.0,200.0,2.085866596251726,1.042933298125863
f3698_01,1,,166,train,26414840,26414840,5545266300,0.8430853895843029,80.10133599117398,80.94442138075829,96111734412.61053,100.0,200.0,0.9611173441261053,0.48055867206305264
f0358_32,1,,357,train,26414840,26414840,12674894400,1.8232644740492103,80.96424584276974,82.78751031681895,207852150041.61,100.0,200.0,2.0785215004160995,1.0392607502080498
f2235_81,1,,169,train,26414840,26414840,5941356750,0.8824833296239376,82.80550761520863,83.68799094483256,100603099577.12889,100.0,200.0,1.0060309957712887,0.5030154978856444
f4059_48,1,,174,train,26414840,26414840,5941356750,0.8829337581992149,83.70518806017935,84.58812181837857,100654448434.71051,100.0,200.0,1.006544484347105,0.5032722421735525
f3424_24,1,,156,train,26414840,26414840,5545266300,0.7913488950580359,84.6061239708215,85.39747286587954,90213774036.61609,100.0,200.0,0.9021377403661608,0.4510688701830804
f1407_18,1,,238,train,26414840,26414840,8317899450,1.232066836208105,85.41519754379988,86.64726438000798,140455619327.72397,100.0,200.0,1.4045561932772397,0.7022780966386198
f3762_40,1,,158,train,26414840,26414840,5545266300,0.8241754807531834,86.66734998300672,87.4915254637599,93956004805.8629,100.0,200.0,0.9395600480586289,0.46978002402931446
f3669_35,1,,172,train,26414840,26414840,5941356750,0.8877156134694815,87.50899025984108,88.39670587331057,101199579935.52089,100.0,200.0,1.011995799355209,0.5059978996776044
f0476_07,1,,236,train,26414840,26414840,8317899450,1.2330632004886866,88.41370102390647,89.64676422439516,140569204855.71027,100.0,200.0,1.4056920485571025,0.7028460242785513
f1628_45,1,,155,train,26414840,26414840,5149175850,0.7939426675438881,89.66099504381418,90.45493771135808,90509464100.00323,100.0,200.0,0.9050946410000323,0.45254732050001617
f3194_31,1,,184,train,26414840,26414840,6337447200,0.9477982111275196,90.47279290854932,91.42059111967684,108048996068.53723,100.0,200.0,1.0804899606853722,0.5402449803426861
f1008_28,2,,365,train,26414840,26414840,12674894400,1.8485774751752613,94.21055288426578,96.05913035944104,210737832169.9798,100.0,100.0,2.1073783216997977,2.1073783216997977
f3563_46,2,,180,train,26414840,26414840,6337447200,0.9311328958719968,96.0820505078882,97.0131834037602,106149150129.40764,100.0,100.0,1.0614915012940762,1.0614915012940762
f1182_38,2,,351,train,26414840,26414840,12278803950,1.7715803980827332,97.03759610652924,98.80917650461195,201960165381.43158,100.0,100.0,2.019601653814316,2.019601653814316
f1022_17,2,,275,train,26414840,26414840,9506170800,1.406512038782239,98.83253603987396,100.2390480786562,160342372421.17523,100.0,100.0,1.6034237242117524,1.6034237242117524
f2520_64,2,,179,train,26414840,26414840,6337447200,0.9547006227076054,100.25525729358196,101.20995791628955,108835870988.667,100.0,100.0,1.08835870988667,1.08835870988667
f2483_64,2,,170,train,26414840,26414840,5941356750,0.8877230808138847,101.23532060720026,102.12304368801416,101200431212.78287,100.0,100.0,1.0120043121278286,1.0120043121278286
f0089_16,2,,369,train,26414840,26414840,13070984850,1.935593718662858,102.14839545637368,104.08398917503656,220657683927.56583,100.0,100.0,2.206576839275658,2.206576839275658
f3730_33,2,,172,train,26414840,26414840,5941356750,0.8844883032143116,104.10959390737116,104.99408221058547,100831666566.43152,100.0,100.0,1.0083166656643152,1.0083166656643152
f2186_55,2,,172,train,26414840,26414840,5941356750,0.8875084072351456,105.01076041907072,105.89826882630588,101175958424.8066,100.0,100.0,1.0117595842480658,1.0117595842480658
f1810_02,2,,109,train,26414840,26414840,3564814050,0.5619139075279236,105.92395801469684,106.48587192222476,64058185458.18329,100.0,100.0,0.6405818545818328,0.6405818545818328
f3319_48,2,,159,train,26414840,26414840,5545266300,0.8327578213065863,106.51126417145132,107.34402199275792,94934391628.95084,100.0,100.0,0.9493439162895083,0.9493439162895083
f3454_44,2,,128,train,26414840,26414840,4356994950,0.6614404879510403,107.36802300438283,108.02946349233387,75404215626.4186,100.0,100.0,0.7540421562641858,0.7540421562641858
f0058_07,2,,272,train,26414840,26414840,9506170800,1.3890405893325806,108.05077646672726,109.43981705605984,158350627183.91418,100.0,100.0,1.5835062718391417,1.5835062718391417
f1897_40,2,,149,train,26414840,26414840,5149175850,0.7838350906968117,109.45496641658248,110.23880150727928,89357200339.43652,100.0,100.0,0.8935720033943653,0.8935720033943653
f3924_24,2,,173,train,26414840,26414840,5941356750,0.8955237548798323,110.26254256442188,111.15806631930172,102089708056.30087,100.0,100.0,1.0208970805630087,1.0208970805630087
