client,round_number,computingTime,computingDemand,computingCap,computingtime
1,1,10.05823216587305,1146638466909.5278,100.0,11.466384669095278
2,1,5.027638606727123,573150801166.8921,100.0,5.731508011668921
3,1,9.62420509196818,1097159380484.3726,100.0,10.971593804843726
4,1,7.540496114641428,859616557069.1228,100.0,8.596165570691229
5,1,4.960495937615633,565496536888.1821,100.0,5.654965368881821
6,1,4.765070520341396,543218039318.9192,100.0,5.432180393189192
7,1,10.247456431388857,1168210033178.3296,100.0,11.682100331783296
8,1,4.777866289019585,544676756948.23267,100.0,5.4467675694823265
9,1,4.792750654742122,546373574640.60187,100.0,5.463735746406019
10,1,3.0096537489444017,343100527379.6618,100.0,3.431005273796618
11,1,4.476520312950015,510323315676.3017,100.0,5.103233156763017
12,1,3.6475948113948102,415825808499.00836,100.0,4.158258084990083
13,1,7.551916504278779,860918481487.7808,100.0,8.609184814877807
14,1,4.201623596251011,478985089972.61523,100.0,4.789850899726153
15,1,4.830496279522777,550676575865.5966,100.0,5.506765758655965
16,1,4.815710589289665,548991007179.02185,100.0,5.489910071790218
17,1,6.968918401747942,794456697799.2654,100.0,7.944566977992654
18,1,3.0223500076681376,344547900874.16766,100.0,3.4454790087416765
19,1,6.413929617032409,731187976341.6946,100.0,7.311879763416946
20,1,9.448235498741267,1077098846856.5045,100.0,10.770988468565045
21,1,7.3061556704342365,832901746429.5029,100.0,8.32901746429503
22,1,5.469043310731649,623470937423.4081,100.0,6.234709374234081
23,1,3.656983742490411,416896146643.90686,100.0,4.168961466439068
24,1,4.940961303189397,563269588563.5912,100.0,5.632695885635912
25,1,3.057844877243042,348594316005.7068,100.0,3.485943160057068
26,1,4.593896498903632,523704200875.01404,100.0,5.237042008750141
27,1,4.848592543974519,552739550013.0951,100.0,5.527395500130951
28,1,4.504880771040916,513556407898.6645,100.0,5.135564078986645
29,1,4.888360120356083,557273053720.5935,100.0,5.572730537205935
30,1,5.092095224186778,580498855557.2927,100.0,5.804988555572927
31,1,8.480051694437861,966725893165.9163,100.0,9.667258931659163
32,1,7.867052624002099,896843999136.2393,100.0,8.968439991362393
33,1,5.049794547259808,575676578387.618,100.0,5.7567657838761805
34,1,7.697756860405207,877544282086.1936,100.0,8.775442820861937
35,1,8.374771812930703,954723986674.1002,100.0,9.547239866741002
36,1,7.6348059214651585,870367875047.0281,100.0,8.703678750470281
37,1,5.098540753126144,581233645856.3805,100.0,5.812336458563805
38,1,4.52457882091403,515801985584.1994,100.0,5.158019855841994
39,1,4.883478475734592,556716546233.7435,100.0,5.567165462337435
40,1,4.22115183994174,481211309753.35834,100.0,4.812113097533583
41,1,8.166064644232392,930931369442.4927,100.0,9.309313694424926
42,1,7.458104982972145,850223968058.8246,100.0,8.502239680588247
43,1,4.827206732705236,550301567528.397,100.0,5.50301567528397
44,1,4.206038957461715,479488441150.6355,100.0,4.794884411506355
45,1,4.851875746622682,553113835114.9857,100.0,5.531138351149857
46,1,10.37230521440506,1182442794442.1768,100.0,11.824427944421767
47,1,5.076062260195613,578671097662.2999,100.0,5.786710976623
48,1,7.364164317026734,839514732141.0477,100.0,8.395147321410477
49,1,5.092685744166374,580566174834.9667,100.0,5.805661748349666
50,1,8.185682978481054,933167859546.8402,100.0,9.331678595468402
51,1,4.808485586196184,548167356826.365,100.0,5.48167356826365
52,1,4.932723483070731,562330477070.0634,100.0,5.623304770700633
53,1,10.078765304759145,1148979244742.5425,100.0,11.489792447425424
54,1,4.610027311369777,525543113496.15454,100.0,5.255431134961546
55,1,9.93337482959032,1132404730573.2966,100.0,11.324047305732966
56,1,4.765747716650367,543295239698.1418,100.0,5.432952396981418
57,1,4.855947215110064,553577982522.5474,100.0,5.5357798252254735
58,1,4.305674020200968,490846838302.91034,100.0,4.908468383029104
59,1,6.664308615028858,759731182113.2898,100.0,7.597311821132898
60,1,4.4722779132425785,509839682109.65393,100.0,5.098396821096539
61,1,4.808544561266899,548174079984.4265,100.0,5.481740799844265
62,1,6.66950118727982,760323135349.8995,100.0,7.6032313534989955
63,1,4.294709969311953,489596936501.5626,100.0,4.895969365015627
64,1,5.134676704183221,585353144276.8872,100.0,5.8535314427688725
1,2,10.102829303592443,1151722540609.5386,100.0,11.517225406095386
2,2,5.094230012968183,580742221478.3728,100.0,5.807422214783728
3,2,9.70257978886366,1106094095930.4573,100.0,11.060940959304572
4,2,7.631064044311643,869941301051.5272,100.0,8.699413010515272
5,2,5.004290489479899,570489115800.7085,100.0,5.704891158007085
