client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations,computingTime
f1763_25,1,,157,train,26414840,26414840,3696844200,0.851239126001019
f0365_07,1,,285,train,26414840,26414840,6601507500,1.7348018319989933
f0610_38,1,,278,train,26414840,26414840,6601507500,1.6193551670003217
f1851_06,1,,136,train,26414840,26414840,3168723600,1.0036006150003232
f3841_01,1,,178,train,26414840,26414840,4224964800,0.9418639499999699
f3758_19,1,,176,train,26414840,26414840,3960904500,0.9772952660005103
f0166_12,1,,311,train,26414840,26414840,7129628100,1.5269537730000593
f3230_21,1,,183,train,26414840,26414840,4224964800,1.0436710809990473
f1121_47,1,,238,train,26414840,26414840,5545266300,2.0427885640001477
f1472_37,1,,387,train,26414840,26414840,8978050200,2.373773240000446
f1763_25,2,,157,train,26414840,26414840,3696844200,1.2564593500010233
f0365_07,2,,285,train,26414840,26414840,6601507500,1.7064583430001221
f0610_38,2,,278,train,26414840,26414840,6601507500,1.340497420000247
f1851_06,2,,136,train,26414840,26414840,3168723600,0.7896805349992064
f3841_01,2,,178,train,26414840,26414840,4224964800,1.1017690600001515
f3758_19,2,,176,train,26414840,26414840,3960904500,1.219607184000779
f0166_12,2,,311,train,26414840,26414840,7129628100,1.9252758389993687
f3230_21,2,,183,train,26414840,26414840,4224964800,1.0014068429991312
f1121_47,2,,238,train,26414840,26414840,5545266300,1.6128814299991063
f1472_37,2,,387,train,26414840,26414840,8978050200,2.261053754000386
f1763_25,3,,157,train,26414840,26414840,3696844200,0.9136997250006971
f0365_07,3,,285,train,26414840,26414840,6601507500,1.5288283050012978
f0610_38,3,,278,train,26414840,26414840,6601507500,1.4937636960003147
f1851_06,3,,136,train,26414840,26414840,3168723600,0.8609713419991749
f3841_01,3,,178,train,26414840,26414840,4224964800,0.9811381260005874
f3758_19,3,,176,train,26414840,26414840,3960904500,1.008790179999778
f0166_12,3,,311,train,26414840,26414840,7129628100,1.8265039679990878
f3230_21,3,,183,train,26414840,26414840,4224964800,1.0239964940010395
f1121_47,3,,238,train,26414840,26414840,5545266300,1.2780274169999757
f1472_37,3,,387,train,26414840,26414840,8978050200,1.9584762409995164
f1763_25,4,,157,train,26414840,26414840,3696844200,0.6952570299999934
f0365_07,4,,285,train,26414840,26414840,6601507500,1.3203614129997732
f0610_38,4,,278,train,26414840,26414840,6601507500,1.5786675149993243
f1851_06,4,,136,train,26414840,26414840,3168723600,0.7402840140002809
f3841_01,4,,178,train,26414840,26414840,4224964800,0.9962672150013532
f3758_19,4,,176,train,26414840,26414840,3960904500,0.9162084759991558
f0166_12,4,,311,train,26414840,26414840,7129628100,1.3143611769992276
f3230_21,4,,183,train,26414840,26414840,4224964800,1.2161679709988675
f1121_47,4,,238,train,26414840,26414840,5545266300,1.526783098001033
f1472_37,4,,387,train,26414840,26414840,8978050200,2.4183281709993025
f1763_25,5,,157,train,26414840,26414840,3696844200,0.8528251959996851
f0365_07,5,,285,train,26414840,26414840,6601507500,1.5860778620008205
f0610_38,5,,278,train,26414840,26414840,6601507500,1.8225474699993356
f1851_06,5,,136,train,26414840,26414840,3168723600,0.774930306000897
f3841_01,5,,178,train,26414840,26414840,4224964800,1.124610113000017
f3758_19,5,,176,train,26414840,26414840,3960904500,1.019868363000569
f0166_12,5,,311,train,26414840,26414840,7129628100,1.7045855479991587
f3230_21,5,,183,train,26414840,26414840,4224964800,1.1298064300008264
f1121_47,5,,238,train,26414840,26414840,5545266300,1.304115445998832
f1472_37,5,,387,train,26414840,26414840,8978050200,2.5806928900001367
f1763_25,6,,157,train,26414840,26414840,3696844200,0.8957955850000872
f0365_07,6,,285,train,26414840,26414840,6601507500,1.600024081999436
f0610_38,6,,278,train,26414840,26414840,6601507500,1.5843944210009795
f1851_06,6,,136,train,26414840,26414840,3168723600,0.5509187540010316
f3841_01,6,,178,train,26414840,26414840,4224964800,1.036572905999492
f3758_19,6,,176,train,26414840,26414840,3960904500,0.9494416690013168
f0166_12,6,,311,train,26414840,26414840,7129628100,1.422228631001417
f3230_21,6,,183,train,26414840,26414840,4224964800,0.9267726350008161
f1121_47,6,,238,train,26414840,26414840,5545266300,1.7198652980005136
f1472_37,6,,387,train,26414840,26414840,8978050200,2.102147696999964
f1763_25,7,,157,train,26414840,26414840,3696844200,0.7539657469988015
f0365_07,7,,285,train,26414840,26414840,6601507500,1.4368038080010592
f0610_38,7,,278,train,26414840,26414840,6601507500,1.2866197859984823
f1851_06,7,,136,train,26414840,26414840,3168723600,0.6948806609998428
f3841_01,7,,178,train,26414840,26414840,4224964800,0.7290139610013284
f3758_19,7,,176,train,26414840,26414840,3960904500,0.7359040920000552
f0166_12,7,,311,train,26414840,26414840,7129628100,1.46574278800108
f3230_21,7,,183,train,26414840,26414840,4224964800,0.9250785789990914
f1121_47,7,,238,train,26414840,26414840,5545266300,1.1742622730016592
f1472_37,7,,387,train,26414840,26414840,8978050200,1.7282832070013683
f1763_25,8,,157,train,26414840,26414840,3696844200,0.6716935790009302
f0365_07,8,,285,train,26414840,26414840,6601507500,1.2928251120010827
f0610_38,8,,278,train,26414840,26414840,6601507500,1.3022562770001969
f1851_06,8,,136,train,26414840,26414840,3168723600,0.5676659079999808
f3841_01,8,,178,train,26414840,26414840,4224964800,0.9667795400000614
f3758_19,8,,176,train,26414840,26414840,3960904500,0.7536019210001541
f0166_12,8,,311,train,26414840,26414840,7129628100,1.4806090020010743
f3230_21,8,,183,train,26414840,26414840,4224964800,0.8387018260000332
f1121_47,8,,238,train,26414840,26414840,5545266300,1.053312661999371
f1472_37,8,,387,train,26414840,26414840,8978050200,1.6736122359998262
f1763_25,9,,157,train,26414840,26414840,3696844200,0.7724532009997347
f0365_07,9,,285,train,26414840,26414840,6601507500,1.3473926810002013
f0610_38,9,,278,train,26414840,26414840,6601507500,1.1469945370008645
f1851_06,9,,136,train,26414840,26414840,3168723600,0.6763806670005579
f3841_01,9,,178,train,26414840,26414840,4224964800,0.7730668370004423
f3758_19,9,,176,train,26414840,26414840,3960904500,0.847427370999867
f0166_12,9,,311,train,26414840,26414840,7129628100,1.363241115999699
f3230_21,9,,183,train,26414840,26414840,4224964800,0.7911936219989002
f1121_47,9,,238,train,26414840,26414840,5545266300,1.1249295409998012
f1472_37,9,,387,train,26414840,26414840,8978050200,1.7367641079999885
f1763_25,10,,157,train,26414840,26414840,3696844200,0.6818384990001505
f0365_07,10,,285,train,26414840,26414840,6601507500,1.3000689609998517
f0610_38,10,,278,train,26414840,26414840,6601507500,1.2616604440008814
f1851_06,10,,136,train,26414840,26414840,3168723600,0.6188705849999678
f3841_01,10,,178,train,26414840,26414840,4224964800,0.8423805200000061
f3758_19,10,,176,train,26414840,26414840,3960904500,0.837078788999861
f0166_12,10,,311,train,26414840,26414840,7129628100,1.3747862479995092
f3230_21,10,,183,train,26414840,26414840,4224964800,0.9165661859988177
f1121_47,10,,238,train,26414840,26414840,5545266300,1.0097965720015054
f1472_37,10,,387,train,26414840,26414840,8978050200,1.7677669789991342
f1763_25,11,,157,train,26414840,26414840,3696844200,0.8322292390002985
f0365_07,11,,285,train,26414840,26414840,6601507500,1.3023432230002072
f0610_38,11,,278,train,26414840,26414840,6601507500,1.2509691180002847
f1851_06,11,,136,train,26414840,26414840,3168723600,0.6864050289987063
f3841_01,11,,178,train,26414840,26414840,4224964800,0.7659058699991874
f3758_19,11,,176,train,26414840,26414840,3960904500,0.8630398200002674
f0166_12,11,,311,train,26414840,26414840,7129628100,1.504354526001407
f3230_21,11,,183,train,26414840,26414840,4224964800,0.8289081439997972
f1121_47,11,,238,train,26414840,26414840,5545266300,1.1231950800010964
f1472_37,11,,387,train,26414840,26414840,8978050200,2.172271155999624
f1763_25,12,,157,train,26414840,26414840,3696844200,0.9208199869990494
f0365_07,12,,285,train,26414840,26414840,6601507500,1.6143069959998684
f0610_38,12,,278,train,26414840,26414840,6601507500,1.8952512539999589
f1851_06,12,,136,train,26414840,26414840,3168723600,0.7797080910004297
f3841_01,12,,178,train,26414840,26414840,4224964800,1.3549279529997875
f3758_19,12,,176,train,26414840,26414840,3960904500,1.4778807399998186
f0166_12,12,,311,train,26414840,26414840,7129628100,2.082990762000918
f3230_21,12,,183,train,26414840,26414840,4224964800,1.1879325640002207
f1121_47,12,,238,train,26414840,26414840,5545266300,1.7937408880006842
f1472_37,12,,387,train,26414840,26414840,8978050200,2.393984375999935
f1763_25,13,,157,train,26414840,26414840,3696844200,0.6994441820006614
f0365_07,13,,285,train,26414840,26414840,6601507500,1.359599335999519
f0610_38,13,,278,train,26414840,26414840,6601507500,1.330023678001453
f1851_06,13,,136,train,26414840,26414840,3168723600,0.7344762280008581
f3841_01,13,,178,train,26414840,26414840,4224964800,1.084893587998522
f3758_19,13,,176,train,26414840,26414840,3960904500,0.9385178970005654
f0166_12,13,,311,train,26414840,26414840,7129628100,1.3985809980003978
f3230_21,13,,183,train,26414840,26414840,4224964800,1.1432182240005204
f1121_47,13,,238,train,26414840,26414840,5545266300,1.6978575360008108
f1472_37,13,,387,train,26414840,26414840,8978050200,1.7765477869997994
f1763_25,14,,157,train,26414840,26414840,3696844200,0.8303802980008186
f0365_07,14,,285,train,26414840,26414840,6601507500,1.6777429440007836
f0610_38,14,,278,train,26414840,26414840,6601507500,1.5062651460011693
f1851_06,14,,136,train,26414840,26414840,3168723600,0.6958225819998916
f3841_01,14,,178,train,26414840,26414840,4224964800,1.2331506070004252
f3758_19,14,,176,train,26414840,26414840,3960904500,0.9722772500008432
f0166_12,14,,311,train,26414840,26414840,7129628100,2.0557936880013585
f3230_21,14,,183,train,26414840,26414840,4224964800,1.1701264259991149
f1121_47,14,,238,train,26414840,26414840,5545266300,1.4260164860006626
f1472_37,14,,387,train,26414840,26414840,8978050200,2.5322661270001845
f1763_25,15,,157,train,26414840,26414840,3696844200,0.96476062200054
f0365_07,15,,285,train,26414840,26414840,6601507500,1.792839362999075
f0610_38,15,,278,train,26414840,26414840,6601507500,1.4297219029995176
f1851_06,15,,136,train,26414840,26414840,3168723600,0.8325891849999607
f3841_01,15,,178,train,26414840,26414840,4224964800,0.9545825780005543
f3758_19,15,,176,train,26414840,26414840,3960904500,1.2240221539996128
f0166_12,15,,311,train,26414840,26414840,7129628100,2.236234533998868
f3230_21,15,,183,train,26414840,26414840,4224964800,0.9746417870010191
f1121_47,15,,238,train,26414840,26414840,5545266300,1.3471248219993868
f1472_37,15,,387,train,26414840,26414840,8978050200,1.7022303639987513
f1763_25,16,,157,train,26414840,26414840,3696844200,0.8446343569994497
f0365_07,16,,285,train,26414840,26414840,6601507500,1.189039259999845
f0610_38,16,,278,train,26414840,26414840,6601507500,1.457153608000226
f1851_06,16,,136,train,26414840,26414840,3168723600,0.8712915090000024
f3841_01,16,,178,train,26414840,26414840,4224964800,0.9583204889986519
f3758_19,16,,176,train,26414840,26414840,3960904500,1.1452925880003022
f0166_12,16,,311,train,26414840,26414840,7129628100,1.768534914999691
f3230_21,16,,183,train,26414840,26414840,4224964800,1.0288262459998805
f1121_47,16,,238,train,26414840,26414840,5545266300,1.3384419699996215
f1472_37,16,,387,train,26414840,26414840,8978050200,2.1269521599988366
f1763_25,17,,157,train,26414840,26414840,3696844200,0.9202948220008693
f0365_07,17,,285,train,26414840,26414840,6601507500,1.563959117000195
f0610_38,17,,278,train,26414840,26414840,6601507500,1.6526743939994049
f1851_06,17,,136,train,26414840,26414840,3168723600,0.8423685010002373
f3841_01,17,,178,train,26414840,26414840,4224964800,1.0346380190003401
f3758_19,17,,176,train,26414840,26414840,3960904500,0.9176893439998821
f0166_12,17,,311,train,26414840,26414840,7129628100,1.7723524769990036
f3230_21,17,,183,train,26414840,26414840,4224964800,1.0272303429992462
f1121_47,17,,238,train,26414840,26414840,5545266300,1.3991635160000442
f1472_37,17,,387,train,26414840,26414840,8978050200,2.2822385269992083
f1763_25,18,,157,train,26414840,26414840,3696844200,1.1137484970004152
f0365_07,18,,285,train,26414840,26414840,6601507500,1.6602688809998654
f0610_38,18,,278,train,26414840,26414840,6601507500,1.5724972550015082
f1851_06,18,,136,train,26414840,26414840,3168723600,0.7501720899999782
f3841_01,18,,178,train,26414840,26414840,4224964800,1.0364209079998545
f3758_19,18,,176,train,26414840,26414840,3960904500,0.9216316559995903
f0166_12,18,,311,train,26414840,26414840,7129628100,1.6732780100010132
f3230_21,18,,183,train,26414840,26414840,4224964800,1.2932500089991663
f1121_47,18,,238,train,26414840,26414840,5545266300,1.3031012499995995
f1472_37,18,,387,train,26414840,26414840,8978050200,2.229263721999814
f1763_25,19,,157,train,26414840,26414840,3696844200,0.925982221000595
f0365_07,19,,285,train,26414840,26414840,6601507500,1.6627797220007778
f0610_38,19,,278,train,26414840,26414840,6601507500,1.5025781830008782
f1851_06,19,,136,train,26414840,26414840,3168723600,0.7118297279994295
f3841_01,19,,178,train,26414840,26414840,4224964800,0.9993002460014395
f3758_19,19,,176,train,26414840,26414840,3960904500,0.8959634840011859
f0166_12,19,,311,train,26414840,26414840,7129628100,1.656404802999532
f3230_21,19,,183,train,26414840,26414840,4224964800,1.0497493660004693
f1121_47,19,,238,train,26414840,26414840,5545266300,1.371887532999608
f1472_37,19,,387,train,26414840,26414840,8978050200,2.0055089899997256
f1763_25,20,,157,train,26414840,26414840,3696844200,0.9268004249988735
f0365_07,20,,285,train,26414840,26414840,6601507500,1.3276191370005108
f0610_38,20,,278,train,26414840,26414840,6601507500,1.2697810500012565
f1851_06,20,,136,train,26414840,26414840,3168723600,0.7084507920008036
f3841_01,20,,178,train,26414840,26414840,4224964800,0.6881206270008988
f3758_19,20,,176,train,26414840,26414840,3960904500,0.8297914179984218
f0166_12,20,,311,train,26414840,26414840,7129628100,1.2675136609996116
f3230_21,20,,183,train,26414840,26414840,4224964800,0.822654136998608
f1121_47,20,,238,train,26414840,26414840,5545266300,1.1120469300003606
f1472_37,20,,387,train,26414840,26414840,8978050200,2.1627714990008826
f1763_25,21,,157,train,26414840,26414840,3696844200,0.7143880879993958
f0365_07,21,,285,train,26414840,26414840,6601507500,1.1243228189996444
f0610_38,21,,278,train,26414840,26414840,6601507500,1.1527690929997334
f1851_06,21,,136,train,26414840,26414840,3168723600,0.6461691900003643
f3841_01,21,,178,train,26414840,26414840,4224964800,0.7034218330009026
f3758_19,21,,176,train,26414840,26414840,3960904500,0.677056263999475
f0166_12,21,,311,train,26414840,26414840,7129628100,1.3263916420000896
f3230_21,21,,183,train,26414840,26414840,4224964800,0.8231873770000675
f1121_47,21,,238,train,26414840,26414840,5545266300,0.9470300230004796
f1472_37,21,,387,train,26414840,26414840,8978050200,1.6309649300001183
f1763_25,22,,157,train,26414840,26414840,3696844200,0.7950320220006688
f0365_07,22,,285,train,26414840,26414840,6601507500,1.1982698270003311
f0610_38,22,,278,train,26414840,26414840,6601507500,1.048741193000751
f1851_06,22,,136,train,26414840,26414840,3168723600,0.6397067389989388
f3841_01,22,,178,train,26414840,26414840,4224964800,0.679902358999243
f3758_19,22,,176,train,26414840,26414840,3960904500,0.7229368989992508
f0166_12,22,,311,train,26414840,26414840,7129628100,1.2335000069997477
f3230_21,22,,183,train,26414840,26414840,4224964800,0.7789788829995814
f1121_47,22,,238,train,26414840,26414840,5545266300,0.9563848630004941
f1472_37,22,,387,train,26414840,26414840,8978050200,1.67710322199855
f1763_25,23,,157,train,26414840,26414840,3696844200,0.7974440470006812
f0365_07,23,,285,train,26414840,26414840,6601507500,1.2198130639990268
f0610_38,23,,278,train,26414840,26414840,6601507500,1.124346634000176
f1851_06,23,,136,train,26414840,26414840,3168723600,0.6543653749995428
f3841_01,23,,178,train,26414840,26414840,4224964800,0.7097169970002142
