client_id,round_number,hierarchy,num_samples,set,bytes_written,bytes_read,local_computations,computingTime,sim_time_start,sim_time_end
f1763_25,1,,157,train,26414840,26414840,1848422100,0.7896993260001182,46.85096256600082,47.640661892000935
f0365_07,1,,285,train,26414840,26414840,3300753750,1.2867554650001694,47.64762536700073,48.9343808320009
f0610_38,1,,278,train,26414840,26414840,3300753750,1.2126890660001663,48.94223790800061,50.15492697400077
f1851_06,1,,136,train,26414840,26414840,1584361800,0.6555627090001508,50.159939598001074,50.815502307001225
f3841_01,1,,178,train,26414840,26414840,2112482400,0.8023367310015601,50.822764929000186,51.62510166000175
f3758_19,1,,176,train,26414840,26414840,1980452250,0.8585548520004522,51.63294297600078,52.49149782800123
f0166_12,1,,311,train,26414840,26414840,3564814050,1.463201995999043,52.49824425300176,53.9614462490008
f3230_21,1,,183,train,26414840,26414840,2112482400,0.9075269739987561,53.96865777400126,54.876184748000014
f1121_47,1,,238,train,26414840,26414840,2772633150,1.1166727509989869,54.88364994300173,56.000322694000715
f1472_37,1,,387,train,26414840,26414840,4489025100,1.8356638989989733,56.00778460300171,57.84344850200068
f0114_20,1,,302,train,26414840,26414840,3564814050,1.4067476869986422,57.84957520400167,59.25632289100031
f2160_96,1,,176,train,26414840,26414840,1980452250,0.8179514029998245,59.26293182600057,60.08088322900039
f1763_25,2,,157,train,26414840,26414840,1848422100,0.7085747299988725,60.41101794000133,61.1195926700002
f0365_07,2,,285,train,26414840,26414840,3300753750,1.3450280209999619,61.13176058400131,62.476788605001275
f0610_38,2,,278,train,26414840,26414840,3300753750,1.2619862190003914,62.48838019800132,63.750366417001715
f1851_06,2,,136,train,26414840,26414840,1584361800,0.703376006000326,63.766898077001315,64.47027408300164
f3841_01,2,,178,train,26414840,26414840,2112482400,0.8168907199997193,64.48562033000053,65.30251105000025
f3758_19,2,,176,train,26414840,26414840,1980452250,0.8206254770011583,65.31950532600058,66.14013080300174
f0166_12,2,,311,train,26414840,26414840,3564814050,1.4614902390003408,66.15570535200095,67.61719559100129
f3230_21,2,,183,train,26414840,26414840,2112482400,0.8268884900007833,67.63150337300067,68.45839186300145
f1121_47,2,,238,train,26414840,26414840,2772633150,1.1547978640010115,68.47477023300053,69.62956809700154
f1472_37,2,,387,train,26414840,26414840,4489025100,1.7453690170004847,69.64750614700097,71.39287516400145
f0114_20,2,,302,train,26414840,26414840,3564814050,1.3862900490003085,71.40968857700136,72.79597862600167
f2160_96,2,,176,train,26414840,26414840,1980452250,0.8129347120011516,72.81230628000048,73.62524099200164
